,index,O*NET-SOC Code,Task ID,Task,Task Type,Incumbents Responding,Date,Domain Source
227,227,11-3013.00,21282,They set goals and deadlines for the department.,,,11/2020,Analyst
228,228,11-3013.01,21283,"They analyze and evaluate security operations to identify risks or opportunities for improvement through auditing, review, or assessment.",,,11/2020,Analyst
229,229,11-3013.01,21284,They assess risks to mitigate potential consequences of incidents and develop a plan to respond to incidents.,,,11/2020,Analyst
230,230,11-3013.01,21285,"They attend meetings, professional seminars, or conferences to keep abreast of changes in executive legislative directives or new technologies impacting security operations.",,,11/2020,Analyst
231,231,11-3013.01,21286,"They communicate security status, updates, and actual or potential problems, using established protocols.",,,11/2020,Analyst
232,232,11-3013.01,21287,They conduct physical examinations of property to ensure compliance with security policies and regulations.,,,11/2020,Analyst
233,233,11-3013.01,21288,"They conduct threat or vulnerability analyses to determine probable frequency, criticality, consequence, or severity of natural or man-made disasters or criminal activity on the organization's profitability or delivery of products or services.",,,11/2020,Analyst
234,234,11-3013.01,21289,"They coordinate security operations or activities with public law enforcement, fire and other agencies.",,,11/2020,Analyst
235,235,11-3013.01,21290,"They create or implement security standards, policies, and procedures.",,,11/2020,Analyst
236,236,11-3013.01,21291,They develop budgets for security operations.,,,11/2020,Analyst
237,237,11-3013.01,21292,"They develop or manage investigation programs, including collection and preservation of video and notes of surveillance processes or investigative interviews.",,,11/2020,Analyst
238,238,11-3013.01,21293,"They develop, arrange for, perform, or assess executive protection activities to reduce security risks.",,,11/2020,Analyst
239,239,11-3013.01,21294,"They develop, conduct, support, or assist in governmental reviews, internal corporate evaluations, or assessments of the overall effectiveness of facility and personnel security processes.",,,11/2020,Analyst
240,240,11-3013.01,21295,"They develop, implement, manage, or evaluate policies and methods to protect personnel against harassment, threats, or violence.",,,11/2020,Analyst
241,241,11-3013.01,21296,"They develop, recommend, or manage security procedures for operations or processes, such as security call centers, access control, and reporting tools.",,,11/2020,Analyst
242,242,11-3013.01,21297,They direct or participate in emergency management and contingency planning.,,,11/2020,Analyst
243,243,11-3013.01,21298,"They identify, investigate, or resolve security breaches.",,,11/2020,Analyst
244,244,11-3013.01,21299,"They monitor and ensure a sound, ethical environment.",,,11/2020,Analyst
245,245,11-3013.01,21300,"They monitor security policies, programs or procedures to ensure compliance with internal security policies, or applicable government security requirements, policies, and directives.",,,11/2020,Analyst
246,246,11-3013.01,21301,They plan security for special and high-risk events.,,,11/2020,Analyst
247,247,11-3013.01,21302,"They plan, direct, or coordinate security activities to safeguard company employees, guests, or others on company property.",,,11/2020,Analyst
248,248,11-3013.01,21303,"They prepare reports or make presentations on internal investigations, losses, or violations of regulations, policies and procedures.",,,11/2020,Analyst
249,249,11-3013.01,21304,"They purchase security-related supplies, equipment, or technology.",,,11/2020,Analyst
250,250,11-3013.01,21305,"They respond to medical emergencies, bomb threats, fire alarms, or intrusion alarms, following emergency response procedures.",,,11/2020,Analyst
251,251,11-3013.01,21306,They review financial reports to ensure efficiency and quality of security operations.,,,11/2020,Analyst
252,252,11-3013.01,21307,"They supervise or provide leadership to subordinate security professionals, performing activities such as hiring, investigating applicants' backgrounds, training, assigning work, evaluating performance, or disciplining.",,,11/2020,Analyst
253,253,11-3013.01,21308,They support efforts to reduce substance abuse or other illegal activities in the workplace.,,,11/2020,Analyst
254,254,11-3013.01,21309,They train subordinate security professionals or other organization members in security rules and procedures.,,,11/2020,Analyst
255,255,11-3013.01,21310,"They write or review security-related documents, such as incident reports, proposals, and tactical or strategic initiatives.",,,11/2020,Analyst
256,264,11-3021.00,967,"They consult with users, management, vendors, and technicians to assess computing needs and system requirements.",Core,76.0,07/2016,Incumbent
257,256,11-3021.00,968,"They direct daily operations of department, analyzing workflow, establishing priorities, developing standards and setting deadlines.",Core,76.0,07/2016,Incumbent
258,259,11-3021.00,969,"They assign and review the work of systems analysts, programmers, and other computer-related workers.",Core,76.0,07/2016,Incumbent
259,263,11-3021.00,970,They stay abreast of advances in technology.,Core,76.0,07/2016,Incumbent
260,261,11-3021.00,971,"They develop computer information resources, providing for data security and control, strategic computing, and disaster recovery.",Core,76.0,07/2016,Incumbent
261,267,11-3021.00,972,They review and approve all systems charts and programs prior to their implementation.,Core,76.0,07/2016,Incumbent
262,266,11-3021.00,973,"They evaluate the organization's technology use and needs and recommend improvements, such as hardware and software upgrades.",Core,76.0,07/2016,Incumbent
263,270,11-3021.00,974,They control operational budget and expenditures.,Core,76.0,07/2016,Incumbent
264,257,11-3021.00,975,"They meet with department heads, managers, supervisors, vendors, and others, to solicit cooperation and resolve problems.",Core,76.0,07/2016,Incumbent
265,265,11-3021.00,976,"They develop and interpret organizational goals, policies, and procedures.",Core,76.0,07/2016,Incumbent
266,262,11-3021.00,977,"They recruit, hire, train and supervise staff, or participate in staffing decisions.",Core,76.0,07/2016,Incumbent
267,258,11-3021.00,978,They review project plans to plan and coordinate project activity.,Core,75.0,07/2016,Incumbent
268,269,11-3021.00,979,They evaluate data processing proposals to assess project feasibility and requirements.,Core,76.0,07/2016,Incumbent
269,268,11-3021.00,980,They prepare and review operational reports or project progress reports.,Core,76.0,07/2016,Incumbent
270,271,11-3021.00,981,They purchase necessary equipment.,Core,76.0,07/2016,Incumbent
271,260,11-3021.00,15198,They provide users with technical support for computer problems.,Core,76.0,07/2016,Incumbent
272,272,11-3021.00,966,"They manage backup, security and user help systems.",Supplemental,76.0,07/2016,Incumbent
273,273,11-3031.00,21311,They establish and maintain relationships with individual or business customers or provide assistance with problems these customers may encounter.,Core,,11/2020,Analyst - Transition
274,274,11-3031.00,21312,"They plan, direct, or coordinate the activities of workers in branches, offices, or departments of establishments, such as branch banks, brokerage firms, risk and insurance departments, or credit departments.",Core,,11/2020,Analyst - Transition
275,275,11-3031.00,21313,They recruit staff members.,Core,,11/2020,Analyst - Transition
276,276,11-3031.00,21314,They prepare operational or risk reports for management analysis.,Core,,11/2020,Analyst - Transition
277,277,11-3031.00,21315,They evaluate data pertaining to costs to plan budgets.,Core,,11/2020,Analyst - Transition
278,278,11-3031.00,21316,They oversee training programs.,Core,,11/2020,Analyst - Transition
279,279,11-3031.00,21317,"They examine, evaluate, or process loan applications.",Supplemental,,11/2020,Analyst - Transition
280,280,11-3031.00,21318,"They approve, reject, or coordinate the approval or rejection of lines of credit or commercial, real estate, or personal loans.",Supplemental,,11/2020,Analyst - Transition
